time_s,x_m,y_m,yaw_rad,speed_mps,steer_rad,accel_mps2,progress_m,lateral_error_m,heading_error_rad,compute_ms,reward
4.3500000000000005,21.293687218442063,23.547108971607543,2.848753276027198,13.20000000000002,0.16481564335119525,3.0,31.207653031372956,0.8643636351445247,-0.09520349631775193,0.12846000026911497,7.472137193277079
4.4,20.639080453450283,23.677670195663524,2.8963527560554274,13.350000000000021,0.19020962295618438,3.0,31.846161310468943,0.8621655729073758,-0.08478439731446885,0.15339699893957004,5.027161944848252
4.45,19.972786273625232,23.785730669155274,2.938682695913684,13.500000000000021,0.1677289491287413,3.0,32.49175567500141,0.8569345914963316,-0.0793028017515871,0.1373170016449876,5.0849007111870135
4.5,19.29554137692847,23.870262319430132,2.978570166385774,13.650000000000022,0.15650611261636269,3.0,33.144251539058736,0.849283830704043,-0.07589676186950811,0.13567399946623482,5.140754275712312
4.55,18.608153855830526,23.93024894993083,3.0174769543846054,13.800000000000022,0.15108379700277175,3.0,33.803410709985535,0.8398701740855152,-0.0730748730307349,0.12919100117869675,5.1945455024304055
4.6000000000000005,17.911510755650163,23.96481252860975,3.0560617502553633,13.950000000000022,0.14826446128040807,3.0,34.80398758313544,0.8319882731644925,-0.08782098721211007,0.12497400166466832,7.92454771452076
4.65,17.206511223625636,23.964000220047705,3.101443320958829,14.100000000000023,0.17208279619061403,3.0,35.47840356739563,0.8288125351384267,-0.07743412769180935,0.1306449994444847,5.315854680037166
4.7,16.494446561635893,23.939097064716798,3.1411584953246052,14.250000000000023,0.14937852606282087,3.0,36.158217661023365,0.8226464492085797,-0.07224850785566161,0.14319799811346456,5.360073863222959
4.75,15.776164592954029,23.88938777517745,-3.1048843764047307,14.400000000000023,0.13839376678921964,3.0,36.84294626897551,0.814042301999653,-0.06915867625271277,0.13676600065082312,5.400004697636109
4.800000000000001,15.052566087436656,23.814145148874097,-3.068777043451191,14.550000000000024,0.13321297699995827,3.0,37.53205367625888,0.8036038260689748,-0.06661760965740582,0.15056099800858647,5.435497199500555
4.8500000000000005,14.3245898023219,23.712776868280415,-3.033042200530278,14.700000000000024,0.1305245314839828,3.0,38.224954033513264,0.7918382309277034,-0.06395511944203713,0.12923199756187387,5.466278473151884
4.9,13.593188805909058,23.584875216819984,-2.9974786319867657,14.850000000000025,0.12860828044919745,3.0,39.270018090894524,0.7807118932588691,-0.07706027425609063,0.12833000073442236,8.282427147082906
4.95,12.86118606506059,23.421559610124444,-2.9555108617096053,15.000000000000025,0.14994989895231897,3.0,39.9695317039257,0.7748550672119464,-0.06690349398372097,0.13346000196179375,5.518671006199894
5.0,12.127267065873562,23.234025206261276,-2.919500069479076,15.150000000000025,0.12765729787314647,3.0,40.67043151765358,0.7656437844105808,-0.06218906871352381,0.13485199815477245,5.530770019150114
5.050000000000001,11.392299596133828,23.021780492724343,-2.8860050697641677,15.300000000000026,0.11767150488859617,3.0,41.371941474767404,0.7535866858492802,-0.05946922070266947,0.12573500134749338,5.536243437884035
5.1000000000000005,10.65720728307311,22.784303038470167,-2.853417994403534,15.450000000000026,0.11340786720716338,3.0,42.4235738179923,0.74078950053752,-0.07204984211480081,0.12490299923229031,8.336177709238164
5.15,9.925583782277773,22.513882896683395,-2.8153058369218082,15.600000000000026,0.13116921412426913,3.0,43.123010627962636,0.7309550562340342,-0.06337111465197065,0.1357629989797715,5.519224433452669
5.2,9.194990878604408,22.219960697620238,-2.7824842869809765,15.750000000000027,0.11205960289416197,3.0,43.820112450935596,0.7171913980627248,-0.05942498059531198,0.12268999853404239,5.501458979685644
5.25,8.466342638639112,21.902003558377416,-2.7516279637172465,15.900000000000027,0.1044139482848157,3.0,44.85943772303264,0.7016246235566608,-0.07079811993255403,0.1277090013900306,8.238417839581844
5.300000000000001,7.743484666914058,21.553460013445736,-2.7163235365417115,16.050000000000026,0.1182273045275011,3.0,45.54678306114241,0.6869598272709718,-0.06289300944031861,0.1255349998245947,5.423239259570883
5.3500000000000005,7.023742500804518,21.181880662130368,-2.685512003451654,16.200000000000024,0.10234625597046462,3.0,46.56720931120941,0.6703599356476838,-0.07198223163910988,0.12395199883030728,8.08746125289618
5.4,6.310865765668478,20.781739423938426,-2.6519295391492546,16.350000000000023,0.110463063828092,3.0,47.239096744977694,0.6523013111965249,-0.0641522457705741,0.12196800162200816,5.299951971180683
5.45,5.602536832092001,20.35877947091874,-2.622182407363815,16.50000000000002,0.09704841713040238,3.0,48.23205638396591,0.6323752912642361,-0.07165787979249538,0.1229900008183904,7.868246602671242
5.5,4.902660239397353,19.907970193065978,-2.5895765895346385,16.65000000000002,0.10535703500435352,3.0,48.88280461362826,0.6113905308366617,-0.06289612662723743,0.22863800040795468,5.131475178627605
5.550000000000001,4.2089785765085175,19.43425535207851,-2.5602229124833693,16.80000000000002,0.09407261549251006,3.0,49.83989086104203,0.5885731151059123,-0.06766886858545451,0.18753100084722973,7.582155908990703
5.6000000000000005,3.5257182641427924,18.93284574352888,-2.527728997075125,16.950000000000017,0.10315300652724449,3.0,50.77158213562347,0.5684167936890212,-0.06710914687833691,0.13191600010031834,7.379072053896244
5.65,2.853100601818708,18.40501008697498,-2.4950783093468187,17.100000000000016,0.10274436474376919,3.0,51.675134797705844,0.5501403468116562,-0.06389278802835996,0.12820000119972974,7.154475727093179
5.7,2.191239406226372,17.851976627074873,-2.463399050088723,17.250000000000014,0.09884665944012686,3.0,52.54797658292421,0.5334222434752244,-0.05876861010213208,0.19889200120815076,6.909546265113132
5.75,1.539919921711764,17.27518989951292,-2.433352816759349,17.400000000000013,0.09297807188894701,3.0,53.38774379941532,0.5182370511876132,-0.05193157572355522,0.12887099728686735,6.645902642406881
5.800000000000001,0.8982630258712841,16.676622711955535,-2.4057575292102946,17.55000000000001,0.08470540668971195,3.0,54.19232196474098,0.5046308567588798,-0.04362660319727807,0.13072499859845266,6.365522245584155
5.8500000000000005,0.2643906944171549,16.059021815407522,-2.3817784556466863,17.70000000000001,0.07302640501241368,3.0,55.20725884638989,0.49307168949764457,-0.03803576584961821,0.12072599929524586,8.049300231611129
5.9,-0.36396976777188406,15.425208452060252,-2.362002571811957,17.85000000000001,0.05975497994524177,3.0,55.923265835563825,0.48339367976407216,-0.025399791438799557,0.12346999938017689,5.659486897851045
5.95,-0.9936614762235253,14.782177852238398,-2.351142747199222,18.0,0.032567954315545745,3.0,56.81597323118724,0.4748179645921692,-0.01307486213397846,0.14234699847293086,7.074952140041714
6.0,-1.6277924806046093,14.14352468401433,-2.3521419399823706,18.0,-0.002997569371272465,3.0,57.83169062991013,0.4676943386812481,0.01008549355730004,0.12021499787806533,8.05999374565311
6.050000000000001,-2.2815845324548647,13.525013606556996,-2.3733327074676596,18.0,-0.06348686836099278,3.0,58.566319851772874,0.46216455293632996,0.030867440479400265,0.1302740020037163,5.808055647957451
6.1000000000000005,-2.9630222058572135,12.937099754646706,-2.4109775213085913,18.0,-0.112457953536589,3.0,59.550621996702446,0.47543585744873196,0.10292472931240004,0.12295000124140643,7.797121168860116
6.15,-3.706629038235565,12.430099874133669,-2.499628324285493,18.0,-0.25993543511041917,3.0,60.28426041925692,0.4974873718962844,0.15116729014677688,0.11813099990831688,5.783817068999915
6.2,-4.51222439544502,12.02883173380532,-2.6208289362050845,18.0,-0.34874050782100985,3.0,61.10538351833526,0.5536182445320534,0.23144029063759897,0.22297699979390018,6.473329770961236
6.25,-5.3810139626738644,11.793874955068642,-2.7957805297848735,18.0,-0.4833331531087378,3.0,61.92384097972039,0.6096253649000852,0.2537841648701522,0.24084100004984066,6.446518357882845
6.300000000000001,-6.278525442265778,11.726993388095861,-2.9813132200646706,18.0,-0.5078947908433471,3.0,62.80284509080578,0.6482482921625958,0.21958214276535593,0.24386599761783145,6.933434295668118
6.3500000000000005,-7.176483452756496,11.787585560820995,-3.1357606801047977,18.0,-0.43389388733439754,3.0,63.614745965714356,0.6685015312337717,0.14750910128265282,0.25780199939617887,6.405093196081297
6.4,-8.066884174507903,11.918683061577388,3.0452927220852892,18.0,-0.29731404533671213,3.0,64.51427312755769,0.6808253535337504,0.09307034324852648,0.14380900029209442,7.114155725979721
6.45,-8.950961993365597,12.087225074748648,2.9837311707138383,18.0,-0.18262683871421267,3.0,65.30029453389183,0.6885336398735449,0.04981694539973436,0.12233900270075537,6.212651682960152
6.5,-9.83232906964357,12.269412003075619,2.953058157441747,18.0,-0.091760627562266,3.0,66.14438694100009,0.6945624359330785,0.023653844602100627,0.1208059984492138,6.68159303549532
6.550000000000001,-10.713626240779735,12.451936785358448,2.942599014795989,18.0,-0.031367136540474974,3.0,67.04324066436317,0.6997605619366257,0.00672604800484633,0.1275590002478566,7.122532233753939
6.6000000000000005,-11.596831837646336,12.62499132492188,2.9462695784438093,18.0,0.011011245893065739,3.0,67.9918206704003,0.7054098589511296,-0.0048996019298650495,0.12614600200322457,7.520875764596707
6.65,-12.483135770639946,12.781405321610343,2.9600333714177527,18.0,0.0412679359351773,3.0,68.98380335315152,0.7127428624487567,-0.013664552520582962,0.12812999921152368,7.866542219414462
6.7,-13.373009931084932,12.91603064824813,2.980981637650527,18.0,0.06276225967908504,3.0,69.75194263538268,0.7214499942577829,-0.013648558212820294,0.124684000184061,6.075279656891845
6.75,-14.265512545693172,13.031957706855923,3.001951417426742,18.0,0.06282654615116036,3.0,70.80209141234168,0.7260341594416578,-0.025279306189537554,0.12099699961254373,8.330145412535654
6.800000000000001,-15.161460545801456,13.117264102290074,3.0317805315715374,18.0,0.08924961255317379,3.0,71.60475530843932,0.7338671082855821,-0.023075603591020677,0.1258449992747046,6.349879945088109
6.8500000000000005,-16.05940559514968,13.178048050426181,3.0599459060282417,18.0,0.08429589105650398,3.0,72.68849738087086,0.73780279680934,-0.03561865237295159,0.14388899944606237,8.597310768425753
6.9,-16.959093699869246,13.201740121380736,3.0968630270743436,18.0,0.11030184635464188,3.0,73.50704851886485,0.7453560071366653,-0.03197026952875115,0.12071600212948397,6.475552480000605
6.95,-17.859077743269623,13.196380865396286,3.1306815846691585,18.0,0.10110970398311095,3.0,74.59991269363582,0.7489388273893413,-0.045995180241327205,0.11834199904114939,8.668802297790043
7.0,-18.75781109149003,13.148648603805894,-3.1097975765942794,18.0,0.1274242686770213,3.0,75.41669981695276,0.7551819836400634,-0.04171244037942401,0.13603399929706939,6.460025437287653
7.050000000000001,-19.65414916931329,13.06754342367475,-3.0707903460357002,18.0,0.11649187016731317,3.0,76.22792266389706,0.7550141054774734,-0.04326222455804851,0.18910400103777647,6.415576574640505
7.1000000000000005,-20.546340620835775,12.949245436243864,-3.030058868828364,18.0,0.12159164160278728,3.0,77.2966261815462,0.749724396912125,-0.0598659286220844,0.1683349983068183,8.47371247152974
7.15,-21.42998280379925,12.778434158842325,-2.9770040990554447,18.0,0.15784032511357335,3.0,78.34601127524459,0.7515216598441246,-0.0677765958713703,0.18077799904858693,8.317631066899274
7.2,-22.301960764117563,12.555601403801445,-2.919793964611664,18.0,0.16997433722578736,3.0,79.11798200027724,0.7533970411036144,-0.05857786922159036,0.15251600052579306,6.098974556183449
7.25,-23.162363963416382,12.291581831352058,-2.8690726008317196,18.0,0.1510057434962918,3.0,80.12489149333071,0.7456619117038253,-0.07471546457695988,0.15752400213386863,7.977327663983103
7.300000000000001,-24.00284512634631,11.96972562936123,-2.80676148798411,18.0,0.18480047750642173,3.0,81.10463275500058,0.7405955557634711,-0.08214901021070009,0.12355100261629559,7.758613227230144
7.3500000000000005,-24.818896033967068,11.590172054524508,-2.739523494509449,18.0,0.19904307341913852,3.0,82.0565720103689,0.7353512052409441,-0.0869677162537199,0.12185800005681813,7.535482897800364
7.4,-25.605721053160696,11.153243697501363,-2.6693740744899666,18.0,0.20742148223825788,3.0,82.98115236336221,0.7277401194465162,-0.09040190395517422,0.16585000048507936,7.316176802711787
7.45,-26.358194055133634,10.659498437977957,-2.5967708988679528,18.0,0.21445999853690412,3.0,83.87974239384857,0.7166841932537374,-0.09191284392321375,0.16022999989218079,7.108072917595287
7.5,-27.07114715177099,10.11022812019699,-2.5220483736523343,18.0,0.22052198775927798,3.0,84.96967641071554,0.7034282370456487,-0.10877936172642277,0.12494299880927429,8.637149476637417
7.550000000000001,-27.731043860109338,9.49823438303605,-2.436104378944374,18.0,0.25233625058150017,3.0,85.81819851295374,0.697443540297351,-0.09369665563773077,0.11950399857596494,6.706785991927273
7.6000000000000005,-28.346169535723963,8.841256146562687,-2.360584954462378,18.0,0.22279713356061376,3.0,86.85432836465571,0.6855350248526368,-0.10165419153306043,0.15561100008198991,8.207562101542731
7.65,-28.904677584826537,8.135516280119225,-2.2799780601374535,18.0,0.23726579127828354,3.0,87.66716890301095,0.6792863386044615,-0.08238081266742636,0.1296030022785999,6.422948046363503
7.7,-29.418339723396105,7.396495842377387,-2.2118893232029238,18.0,0.20149429994160978,3.0,88.66764870890132,0.667966863410913,-0.08275763111205148,0.1277190021937713,7.924853129378882
