time_s,x_m,y_m,yaw_rad,speed_mps,steer_rad,accel_mps2,progress_m,lateral_error_m,heading_error_rad,compute_ms
0.0,32.011974665261405,0.00640406090179661,0.9148851593420924,0.15000000000000002,0.2156794079313453,16.799999999999997,0.0,0.0008166912728965039,0.0006085753505882252,1.5110970016394276
0.05,32.01980887208471,0.019195667659731807,0.91607173098026,0.30000000000000004,0.21042127262330468,16.59,0.0,0.002418582895890247,0.0017951469887558247,0.49674300316837616
0.1,32.0316388808554,0.03833465646493045,0.9177624099067714,0.45000000000000007,0.2001646636939508,16.38,0.0,0.004729526921615676,0.003485825915267249,0.4183270029898267
0.15000000000000002,32.04756074197748,0.0637609094017916,0.9198479181232164,0.6000000000000001,0.18553703501360744,16.17,0.0,0.007636745986740008,0.005571334131712291,0.4113549985049758
0.2,32.067690243385826,0.09540033374945295,0.922195831039418,0.7500000000000001,0.16746643376633122,15.959999999999999,0.0,0.011003298495564964,0.007919247047913913,0.4435439986991696
0.25,32.09215003725572,0.13317226094204238,0.9246649541792822,0.9000000000000001,0.14707761194891736,15.749999999999998,0.2356322742179599,0.016173763814845185,-0.008561182176547888,0.39522400038549677
0.30000000000000004,32.11751370894262,0.17913892449900937,0.930221399758488,1.0500000000000003,0.2783419765990567,15.54,0.2356322742179599,0.023154340666001815,-0.003004736597342017,0.38543599657714367
0.35000000000000003,32.14752115663515,0.2310961480870707,0.9354377250397174,1.2000000000000002,0.23056047088903953,15.329999999999998,0.2356322742179599,0.029969286385649455,0.0022115886838873777,0.410241998906713
0.4,32.182327361191206,0.28893020487372695,0.9401312099550827,1.35,0.18557920612730494,15.12,0.2356322742179599,0.036426371665156755,0.006905073599252631,0.3837329968519043
0.45,32.22202685083721,0.35256156916718423,0.9441860843465273,1.5,0.1449516800810361,14.91,0.4699589584330298,0.04352746704304668,-0.008158357098264624,0.4028590010420885
0.5,32.261026553532155,0.42526145355296524,0.9524387266600716,1.65,0.263792432685742,14.7,0.4699589584330298,0.0539009448871648,9.428521527965472e-05,0.3930200000468176
0.55,32.30582709692321,0.5033185564447973,0.9589470162851264,1.7999999999999998,0.19282284503220762,14.489999999999998,0.4699589584330298,0.06265400982347424,0.006602574840334441,0.387399999453919
0.6000000000000001,32.35622591855952,0.5867823736212956,0.9639100307163098,1.9499999999999997,0.1365816476850316,14.279999999999998,0.7030067372177065,0.07040765134428532,-0.007706462607903308,0.3792550014622975
0.65,32.40475728438071,0.6798936325083392,0.9737944577093565,2.0999999999999996,0.24890042222632383,14.07,0.7030067372177065,0.0828420509035979,0.002177964385143394,0.38332199983415194
0.7000000000000001,32.46011860541535,0.7778291936355347,0.9806851593245174,2.2499999999999996,0.16389344783908508,13.86,0.9348058896097848,0.09305645869641328,-0.01034132719467351,0.37711000186391175
0.75,32.51313349607265,0.8854833685132182,0.9925339190035256,2.3999999999999995,0.26053743574669935,13.649999999999999,0.9348058896097848,0.10768113460059026,0.0015074324843347142,0.3775020013563335
0.8,32.57407819142264,0.9974744132833085,1.0000950649401226,2.5499999999999994,0.1587706895974791,13.440000000000001,1.1653900693692945,0.11840669919965517,-0.010462797846500838,0.37974600127199665
0.8500000000000001,32.63199609673509,1.119419139467833,1.0128934647658792,2.6999999999999993,0.2505876657638107,13.23,1.3947960747822974,0.13632679760500085,-0.017299903524197635,0.3669420002552215
0.9,32.68823211076145,1.250353324180715,1.0290872863429898,2.849999999999999,0.2977112884907648,13.02,1.3947960747822974,0.1554958011904214,-0.0011060819470869454,0.34914900243165903
0.9500000000000001,32.75505212980006,1.3846480934596386,1.0379966924819515,2.999999999999999,0.1590153335678761,12.81,1.6230636093926343,0.16822234994147486,-0.011918428466643594,0.3305339996586554
