time_s,x_m,y_m,yaw_rad,speed_mps,steer_rad,accel_mps2,progress_m,lateral_error_m,heading_error_rad,compute_ms
0.0,32.01264880492251,0.005940909354473004,0.9142765839915041,0.15000000000000002,0.0,14.3,0.0,-7.87320075503731e-16,0.0,3.380974998435704
0.05,32.02180426144678,0.017822728063419013,0.9142765839915041,0.30000000000000004,0.0,14.105,0.0,-2.3632612691181756e-15,0.0,3.203624000889249
0.1,32.035537446233185,0.035645456126838025,0.9142765839915041,0.45000000000000007,0.0,13.91,0.0,-4.726522538236351e-15,0.0,2.5208660008502193
0.15000000000000002,32.05288185140144,0.060123438260982,0.9151673740438158,0.6000000000000001,0.08,13.715000000000002,0.0,0.0012016015604790174,0.0008907900523116297,2.243980001367163
0.2,32.07453509333481,0.09074021656593748,0.9162808616092057,0.7500000000000001,0.08,13.520000000000001,0.0,0.002736980731870141,0.002004277617701611,2.234283001598669
0.25,32.10047805787287,0.12750926048846822,0.9176170466876741,0.9000000000000001,0.08,13.325000000000001,0.2356322742179599,0.00611095775119333,-0.015609089668155995,2.227311000751797
0.30000000000000004,32.1306875042095,0.17044688212770642,0.9191759292792199,1.0500000000000003,0.08,13.13,0.2356322742179599,0.00739471795870038,-0.0140502070766102,2.2490700030175503
0.35000000000000003,32.16513604700565,0.21957221061741136,0.920957509383844,1.2000000000000002,0.08,12.934999999999999,0.2356322742179599,0.008955375649321109,-0.012268626971986052,2.2343429991451558
0.4,32.20379213540297,0.27490716186721864,0.9229617870015456,1.35,0.08,12.740000000000002,0.2356322742179599,0.010831328670442694,-0.010264349354284441,2.2546010004589334
0.45,32.2466200289853,0.33647640363046527,0.9251887621323256,1.5,0.08,12.545000000000002,0.4699589584330298,0.014163742768582576,-0.02715567931246632,2.2198359984031413
0.5,32.29357977074253,0.4043073158614986,0.927638434776183,1.65,0.08,12.35,0.4699589584330298,0.015228658108631223,-0.024706006668608893,2.2263380014919676
0.55,32.34462715709867,0.47842994632080793,0.9303108049331188,1.7999999999999998,0.08,12.155,0.4699589584330298,0.016610832397945724,-0.022033636511673116,2.264530001411913
0.6000000000000001,32.39971370507333,0.5588769613818745,0.933205872603132,1.9499999999999997,0.08,11.959999999999999,0.7030067372177065,0.018757818999547014,-0.038410620721081035,2.2383299983630423
0.65,32.45878661665369,0.6456835919893296,0.9363236377862236,2.0999999999999996,0.08,11.765,0.7030067372177065,0.018931434509342038,-0.03529285553798944,2.2912690001248848
0.7000000000000001,32.521788740461425,0.7388875747138605,0.9396641004823936,2.2499999999999996,0.08,11.57,0.9348058896097848,0.020130475139688467,-0.051362386036797325,2.2359550021064933
0.75,32.58865853080708,0.8385290878453254,0.943227260691641,2.3999999999999995,0.08,11.375,0.9348058896097848,0.01877470996230259,-0.04779922582754992,2.1927960005996283
0.8,32.65273511296626,0.9487581294759112,0.9527996790351061,2.5499999999999994,0.2,11.180000000000001,1.1653900693692945,0.025886926209736892,-0.05775818375151731,2.1940480000921525
0.8500000000000001,32.72648472441091,1.0618333027535303,0.9568082342705093,2.6999999999999993,0.08,10.985000000000001,1.3947960747822974,0.025675660684476444,-0.07338513401956748,2.1999490018060897
0.9,32.796420037665555,1.1859916772595382,0.9675068194779115,2.849999999999999,0.2,10.790000000000001,1.3947960747822974,0.029611713885080895,-0.06268654881216529,2.228613000625046
