controller,success,lap_time_s,mean_speed_mps,rms_lateral_error_m,mean_compute_ms,progress_m,step_csv,total_reward
lqr,True,17.1,10.576530612396285,0.8500752139541679,0.300170166251479,186.58840783968978,experiments/data/lqr_step_log.csv,
mpc,True,18.7,9.89484102569033,0.240855013479742,2.243151981393263,186.58840783968978,experiments/data/mpc_step_log.csv,
pure_pursuit,True,17.25,10.598843930640967,0.29861737154985124,0.004912291790057254,186.1104295724576,experiments/data/pure_pursuit_step_log.csv,
rl,True,13.05,13.91221374045802,0.7669233077392876,0.14422817550009057,186.58840783968978,experiments/data/rl_step_log.csv,1599.6001726750276
