episode,reward,episode_length,episode_time_s,success,progress_m,lap_time_s,best_lap_s,mean_speed_mps
323,1594.132507,274,13.700000000000001,1,0.2356322742179599,13.700000000000001,13.700000000000001,18.0
324,1591.345512,279,13.950000000000001,1,0.0,13.950000000000001,13.700000000000001,18.0
325,1598.375117,278,13.9,1,0.9348058896097848,13.9,13.700000000000001,18.0
326,1597.473225,275,13.75,1,0.7030067372177065,13.75,13.700000000000001,18.0
327,1590.119289,281,14.05,1,0.0,14.05,13.700000000000001,18.0
328,1595.179299,278,13.9,1,0.4699589584330298,13.9,13.700000000000001,18.0
329,1591.941762,272,13.600000000000001,1,0.0,13.600000000000001,13.600000000000001,17.830340990424155
330,1595.932257,275,13.75,1,0.4699589584330298,13.75,13.600000000000001,17.997920215129852
331,1592.21216,274,13.700000000000001,1,0.0,13.700000000000001,13.600000000000001,18.0
332,1593.434179,277,13.850000000000001,1,0.2356322742179599,13.850000000000001,13.600000000000001,18.0
333,1595.926557,274,13.700000000000001,1,0.4699589584330298,13.700000000000001,13.600000000000001,18.0
334,1591.331699,277,13.850000000000001,1,0.0,13.850000000000001,13.600000000000001,18.0
335,1594.819355,277,13.850000000000001,1,0.4699589584330298,13.850000000000001,13.600000000000001,18.0
336,1595.185574,278,13.9,1,0.4699589584330298,13.9,13.600000000000001,18.0
337,1595.702978,274,13.700000000000001,1,0.4699589584330298,13.700000000000001,13.600000000000001,18.0
338,1592.633912,274,13.700000000000001,1,0.0,13.700000000000001,13.600000000000001,18.0
339,1593.036277,279,13.950000000000001,1,0.2356322742179599,13.950000000000001,13.600000000000001,18.0
340,1595.254748,276,13.8,1,0.4699589584330298,13.8,13.600000000000001,18.0
341,1592.367654,274,13.700000000000001,1,0.0,13.700000000000001,13.600000000000001,18.0
342,1594.950426,278,13.9,1,0.4699589584330298,13.9,13.600000000000001,18.0
343,1596.161547,279,13.950000000000001,1,0.7030067372177065,13.950000000000001,13.600000000000001,18.0
344,1595.613795,275,13.75,1,0.4699589584330298,13.75,13.600000000000001,17.85322662591934
345,1592.107034,273,13.65,1,0.0,13.65,13.600000000000001,18.0
346,1595.269194,276,13.8,1,0.4699589584330298,13.8,13.600000000000001,17.979303503036498
347,1591.174429,273,13.65,1,0.0,13.65,13.600000000000001,18.0
348,1591.720347,274,13.700000000000001,1,0.0,13.700000000000001,13.600000000000001,18.0
349,1285.10325,260,13.0,0,168.30962883553775,13.0,13.600000000000001,17.461988300085068
350,1594.499289,281,14.05,1,0.4699589584330298,14.05,13.600000000000001,18.0
351,1591.570531,274,13.700000000000001,1,0.0,13.700000000000001,13.600000000000001,18.0
352,1291.724292,253,12.65,0,169.18323117642544,12.65,13.600000000000001,18.0
353,1592.252051,271,13.55,1,0.0,13.55,13.55,17.92153505086899
354,1597.578941,273,13.65,1,0.7030067372177065,13.65,13.55,18.0
355,1594.132319,275,13.75,1,0.2356322742179599,13.75,13.55,18.0
356,1593.837016,274,13.700000000000001,1,0.2356322742179599,13.700000000000001,13.55,18.0
357,1593.481371,275,13.75,1,0.2356322742179599,13.75,13.55,18.0
358,1595.498294,273,13.65,1,0.4699589584330298,13.65,13.55,18.0
359,1596.260048,272,13.600000000000001,1,0.4699589584330298,13.600000000000001,13.55,18.0
360,1594.297996,270,13.5,1,0.2356322742179599,13.5,13.5,18.0
361,1591.884266,273,13.65,1,0.0,13.65,13.5,18.0
362,1598.248477,271,13.55,1,0.7030067372177065,13.55,13.5,18.0
363,1597.635106,271,13.55,1,0.7030067372177065,13.55,13.5,17.87151621580124
364,1592.223741,274,13.700000000000001,1,0.0,13.700000000000001,13.5,18.0
365,1596.190813,273,13.65,1,0.4699589584330298,13.65,13.5,18.0
366,1596.98258,276,13.8,1,0.7030067372177065,13.8,13.5,18.0
367,1593.522993,272,13.600000000000001,1,0.2356322742179599,13.600000000000001,13.5,18.0
368,1595.57914,274,13.700000000000001,1,0.4699589584330298,13.700000000000001,13.5,18.0
369,1596.28208,273,13.65,1,0.4699589584330298,13.65,13.5,18.0
370,1595.480685,274,13.700000000000001,1,0.4699589584330298,13.700000000000001,13.5,18.0
371,1591.774911,275,13.75,1,0.0,13.75,13.5,18.0
372,1595.417992,273,13.65,1,0.4699589584330298,13.65,13.5,18.0
373,1592.16324,271,13.55,1,0.0,13.55,13.5,18.0
374,1595.479943,275,13.75,1,0.4699589584330298,13.75,13.5,18.0
375,1591.568836,275,13.75,1,0.0,13.75,13.5,18.0
376,1594.295383,271,13.55,1,0.2356322742179599,13.55,13.5,18.0
377,1595.573334,276,13.8,1,0.4699589584330298,13.8,13.5,18.0
378,1597.543933,271,13.55,1,0.7030067372177065,13.55,13.5,18.0
379,1596.973434,275,13.75,1,0.7030067372177065,13.75,13.5,18.0
380,1597.325772,274,13.700000000000001,1,0.7030067372177065,13.700000000000001,13.5,18.0
381,1593.117167,272,13.600000000000001,1,0.2356322742179599,13.600000000000001,13.5,18.0
382,1592.046681,271,13.55,1,0.0,13.55,13.5,18.0
383,1597.627836,270,13.5,1,0.7030067372177065,13.5,13.5,18.0
384,1592.439403,277,13.850000000000001,1,0.2356322742179599,13.850000000000001,13.5,18.0
385,1593.466865,271,13.55,1,0.2356322742179599,13.55,13.5,18.0
386,1596.352259,268,13.4,1,0.4699589584330298,13.4,13.4,18.0
387,1595.580816,273,13.65,1,0.4699589584330298,13.65,13.4,18.0
388,1596.902605,272,13.600000000000001,1,0.7030067372177065,13.600000000000001,13.4,18.0
389,1595.808473,271,13.55,1,0.4699589584330298,13.55,13.4,18.0
390,1597.253309,271,13.55,1,0.7030067372177065,13.55,13.4,18.0
391,1595.742076,272,13.600000000000001,1,0.4699589584330298,13.600000000000001,13.4,18.0
392,1595.789472,271,13.55,1,0.4699589584330298,13.55,13.4,18.0
393,1597.436604,272,13.600000000000001,1,0.7030067372177065,13.600000000000001,13.4,18.0
394,1592.280471,270,13.5,1,0.0,13.5,13.4,18.0
395,1595.54722,270,13.5,1,0.4699589584330298,13.5,13.4,18.0
396,1597.474713,272,13.600000000000001,1,0.7030067372177065,13.600000000000001,13.4,18.0
397,1592.1893,270,13.5,1,0.0,13.5,13.4,17.934319567680358
398,1595.906645,271,13.55,1,0.4699589584330298,13.55,13.4,18.0
399,1595.603767,270,13.5,1,0.4699589584330298,13.5,13.4,18.0
400,1595.362166,273,13.65,1,0.4699589584330298,13.65,13.4,18.0
401,1595.712138,271,13.55,1,0.4699589584330298,13.55,13.4,18.0
402,1595.896129,270,13.5,1,0.4699589584330298,13.5,13.4,18.0
403,1597.934436,270,13.5,1,0.7030067372177065,13.5,13.4,18.0
404,1593.779548,271,13.55,1,0.2356322742179599,13.55,13.4,18.0
405,1597.347427,270,13.5,1,0.7030067372177065,13.5,13.4,18.0
406,1591.931431,271,13.55,1,0.0,13.55,13.4,18.0
407,1595.618736,273,13.65,1,0.4699589584330298,13.65,13.4,18.0
408,1593.519348,273,13.65,1,0.2356322742179599,13.65,13.4,17.86853892803192
409,1596.887554,273,13.65,1,0.7030067372177065,13.65,13.4,18.0
410,1593.078734,272,13.600000000000001,1,0.2356322742179599,13.600000000000001,13.4,18.0
411,1593.894289,270,13.5,1,0.2356322742179599,13.5,13.4,18.0
412,1594.908531,273,13.65,1,0.4699589584330298,13.65,13.4,18.0
413,1593.894305,268,13.4,1,0.2356322742179599,13.4,13.4,18.0
414,1592.382983,269,13.450000000000001,1,0.0,13.450000000000001,13.4,18.0
415,1592.887666,273,13.65,1,0.2356322742179599,13.65,13.4,18.0
416,1595.707566,270,13.5,1,0.4699589584330298,13.5,13.4,18.0
417,1593.866446,270,13.5,1,0.2356322742179599,13.5,13.4,18.0
418,1593.740394,269,13.450000000000001,1,0.2356322742179599,13.450000000000001,13.4,18.0
419,1593.300103,270,13.5,1,0.2356322742179599,13.5,13.4,18.0
420,1597.605774,269,13.450000000000001,1,0.7030067372177065,13.450000000000001,13.4,18.0
421,1593.96352,271,13.55,1,0.2356322742179599,13.55,13.4,18.0
422,1597.704871,270,13.5,1,0.7030067372177065,13.5,13.4,18.0
423,1594.057052,268,13.4,1,0.2356322742179599,13.4,13.4,18.0
424,1597.23554,271,13.55,1,0.7030067372177065,13.55,13.4,18.0
425,1597.320766,271,13.55,1,0.7030067372177065,13.55,13.4,18.0
426,1593.732167,271,13.55,1,0.2356322742179599,13.55,13.4,18.0
427,1591.590176,271,13.55,1,0.0,13.55,13.4,18.0
428,1592.045426,272,13.600000000000001,1,0.0,13.600000000000001,13.4,18.0
429,1593.99886,270,13.5,1,0.2356322742179599,13.5,13.4,18.0
430,1595.650959,269,13.450000000000001,1,0.4699589584330298,13.450000000000001,13.4,18.0
431,1306.557798,256,12.8,0,171.0832639075441,12.8,13.4,18.0
432,1597.579299,272,13.600000000000001,1,0.7030067372177065,13.600000000000001,13.4,18.0
433,1591.364295,270,13.5,1,0.0,13.5,13.4,18.0
434,1597.354323,271,13.55,1,0.7030067372177065,13.55,13.4,18.0
435,1595.945161,269,13.450000000000001,1,0.4699589584330298,13.450000000000001,13.4,18.0
436,1592.071095,270,13.5,1,0.0,13.5,13.4,18.0
437,1592.004167,270,13.5,1,0.0,13.5,13.4,18.0
438,1597.318546,271,13.55,1,0.7030067372177065,13.55,13.4,18.0
439,1297.204231,252,12.600000000000001,0,169.8253606642098,12.600000000000001,13.4,17.92027478814125
440,1595.770851,267,13.350000000000001,1,0.4699589584330298,13.350000000000001,13.350000000000001,18.0
441,1595.426617,270,13.5,1,0.4699589584330298,13.5,13.350000000000001,18.0
442,1594.86799,270,13.5,1,0.4699589584330298,13.5,13.350000000000001,18.0
443,1597.115243,271,13.55,1,0.7030067372177065,13.55,13.350000000000001,18.0
444,1593.182819,270,13.5,1,0.2356322742179599,13.5,13.350000000000001,18.0
445,1592.893602,268,13.4,1,0.0,13.4,13.350000000000001,18.0
446,1596.066795,268,13.4,1,0.4699589584330298,13.4,13.350000000000001,18.0
447,1596.27353,269,13.450000000000001,1,0.4699589584330298,13.450000000000001,13.350000000000001,18.0
448,1592.214001,268,13.4,1,0.0,13.4,13.350000000000001,18.0
449,1598.21256,268,13.4,1,0.7030067372177065,13.4,13.350000000000001,18.0
450,1591.129824,276,13.8,1,0.0,13.8,13.350000000000001,18.0
451,1599.244742,273,13.65,1,0.9348058896097848,13.65,13.350000000000001,18.0
452,1591.876703,269,13.450000000000001,1,0.0,13.450000000000001,13.350000000000001,18.0
453,1591.596705,271,13.55,1,0.0,13.55,13.350000000000001,18.0
454,1593.942162,271,13.55,1,0.2356322742179599,13.55,13.350000000000001,18.0
455,1312.178966,255,12.75,0,171.67619331841746,12.75,13.350000000000001,17.814187958836555
456,1596.01507,268,13.4,1,0.4699589584330298,13.4,13.350000000000001,18.0
457,1597.651997,270,13.5,1,0.7030067372177065,13.5,13.350000000000001,18.0
458,1592.588574,270,13.5,1,0.0,13.5,13.350000000000001,18.0
459,1595.945546,269,13.450000000000001,1,0.4699589584330298,13.450000000000001,13.350000000000001,18.0
460,1594.238566,266,13.3,1,0.2356322742179599,13.3,13.3,18.0
461,1597.630537,271,13.55,1,0.7030067372177065,13.55,13.3,18.0
462,1592.833966,268,13.4,1,0.0,13.4,13.3,18.0
463,1594.221759,270,13.5,1,0.2356322742179599,13.5,13.3,18.0
464,1598.088624,269,13.450000000000001,1,0.7030067372177065,13.450000000000001,13.3,18.0
465,1597.684167,270,13.5,1,0.7030067372177065,13.5,13.3,18.0
466,1592.425364,268,13.4,1,0.0,13.4,13.3,18.0
467,1592.819701,267,13.350000000000001,1,0.0,13.350000000000001,13.3,18.0
468,1597.832687,269,13.450000000000001,1,0.7030067372177065,13.450000000000001,13.3,18.0
469,1597.990137,268,13.4,1,0.7030067372177065,13.4,13.3,18.0
470,1595.690042,269,13.450000000000001,1,0.4699589584330298,13.450000000000001,13.3,18.0
471,1596.034455,269,13.450000000000001,1,0.4699589584330298,13.450000000000001,13.3,18.0
472,1594.23179,269,13.450000000000001,1,0.2356322742179599,13.450000000000001,13.3,18.0
473,1597.919859,270,13.5,1,0.7030067372177065,13.5,13.3,18.0
474,1598.351655,269,13.450000000000001,1,0.7030067372177065,13.450000000000001,13.3,18.0
475,1592.982043,267,13.350000000000001,1,0.0,13.350000000000001,13.3,18.0
476,1596.060923,268,13.4,1,0.4699589584330298,13.4,13.3,18.0
477,1597.624657,269,13.450000000000001,1,0.7030067372177065,13.450000000000001,13.3,18.0
478,1596.875154,267,13.350000000000001,1,0.4699589584330298,13.350000000000001,13.3,17.967615473270417
479,1594.491352,267,13.350000000000001,1,0.2356322742179599,13.350000000000001,13.3,18.0
480,1592.819372,268,13.4,1,0.0,13.4,13.3,18.0
481,1597.748901,269,13.450000000000001,1,0.7030067372177065,13.450000000000001,13.3,18.0
482,1592.174667,270,13.5,1,0.0,13.5,13.3,18.0
483,1594.340839,269,13.450000000000001,1,0.2356322742179599,13.450000000000001,13.3,18.0
484,1597.763294,270,13.5,1,0.7030067372177065,13.5,13.3,18.0
485,1592.403079,269,13.450000000000001,1,0.0,13.450000000000001,13.3,18.0
486,1594.97825,267,13.350000000000001,1,0.2356322742179599,13.350000000000001,13.3,18.0
487,1598.179812,270,13.5,1,0.7030067372177065,13.5,13.3,18.0
488,1592.686051,268,13.4,1,0.0,13.4,13.3,18.0
489,1592.307697,269,13.450000000000001,1,0.0,13.450000000000001,13.3,18.0
490,1592.747491,268,13.4,1,0.0,13.4,13.3,18.0
491,1596.183344,267,13.350000000000001,1,0.4699589584330298,13.350000000000001,13.3,18.0
492,1597.982811,268,13.4,1,0.7030067372177065,13.4,13.3,18.0
493,1595.963972,268,13.4,1,0.4699589584330298,13.4,13.3,18.0
494,1594.150144,267,13.350000000000001,1,0.2356322742179599,13.350000000000001,13.3,18.0
495,1597.943919,268,13.4,1,0.7030067372177065,13.4,13.3,18.0
496,1593.834556,269,13.450000000000001,1,0.2356322742179599,13.450000000000001,13.3,18.0
497,1592.117749,267,13.350000000000001,1,0.0,13.350000000000001,13.3,17.942159485816955
498,1597.609925,267,13.350000000000001,1,0.7030067372177065,13.350000000000001,13.3,18.0
499,1593.708723,269,13.450000000000001,1,0.2356322742179599,13.450000000000001,13.3,18.0
500,1591.450499,269,13.450000000000001,1,0.0,13.450000000000001,13.3,17.99423553943634
501,1593.735288,267,13.350000000000001,1,0.2356322742179599,13.350000000000001,13.3,18.0
502,1591.877199,267,13.350000000000001,1,0.0,13.350000000000001,13.3,18.0
503,1594.090517,267,13.350000000000001,1,0.2356322742179599,13.350000000000001,13.3,18.0
504,1593.328075,268,13.4,1,0.2356322742179599,13.4,13.3,18.0
505,1598.046126,266,13.3,1,0.7030067372177065,13.3,13.3,18.0
506,1597.695588,269,13.450000000000001,1,0.7030067372177065,13.450000000000001,13.3,18.0
507,1598.171793,267,13.350000000000001,1,0.7030067372177065,13.350000000000001,13.3,18.0
508,1595.768403,268,13.4,1,0.4699589584330298,13.4,13.3,18.0
509,1592.284402,268,13.4,1,0.0,13.4,13.3,18.0
510,1593.78348,267,13.350000000000001,1,0.2356322742179599,13.350000000000001,13.3,18.0
511,1597.946139,267,13.350000000000001,1,0.7030067372177065,13.350000000000001,13.3,18.0
512,1594.205731,267,13.350000000000001,1,0.2356322742179599,13.350000000000001,13.3,18.0
